category,id,date,location,total_sale,nooflots,lot,title,descr,measures,empty,estimated,realized
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 84,A ROMAN MARBLE FRAGMENTARY RELIEF WITH VEILED FEMALE FIGURE,CIRCA 1ST-2ND CENTURY A.D.,10 1⁄4 in. (26 cm.) high,,"estimate £7,000 - £9,000($9,282 - $11,934) ","price realized £3,000  ($3,969)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 85,A ROMAN MARBLE FRAGMENTARY FEMALE HEAD,"JULIO-CLAUDIAN PERIOD, CIRCA 1ST CENTURY A.D.",10 1⁄2 in. (26.5 cm.) high,,"estimate £12,000 - £18,000($15,912 - $23,868) ","price realized £23,750  ($31,421)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 87,A ROMAN MARBLE SILENUS CARRYING A GOAT,CIRCA 2ND CENTURY A.D.,25 in. (63.5 cm.) high,,"estimate £40,000 - £60,000($53,040 - $79,560) ","price realized £32,500  ($42,998)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 89,A ROMAN BRONZE PANTHEISTIC HARPOCRATES,CIRCA 1ST CENTURY A.D.,4 5⁄16 in. (10.9 cm.) high,,"estimate £5,000 - £7,000($6,630 - $9,282) ","price realized £5,000  ($6,615)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 90,A GREEK BRONZE KYLIX AND OINOCHOE,CIRCA 4TH-2ND CENTURY B.C.,5 1⁄4 in.(13.3 cm.) high max.,,"estimate £5,000 - £7,000($6,630 - $9,282) ","price realized £2,750  ($3,638)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 91,A ROMAN MARBLE LARARIUM,CIRCA 2ND CENTURY A.D.,30 1⁄2 in. (77.5 cm.) high x 23 in. (58.5 cm.) wide x 15 1⁄2 in. (39.5 cm.) deep,,"estimate £40,000 - £60,000($53,040 - $79,560) ","price realized £32,500  ($42,998)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 92,A ROMAN MARBLE MALE PORTRAIT HEAD,"LATE REPUBLICAN, CIRCA 1ST CENTURY B.C.",11 in. (28 cm.) high,,"estimate £8,000 - £12,000($10,608 - $15,912) ","price realized £22,500  ($29,768)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 94,A ROMAN MARBLE MALE PORTRAIT HEAD,"TRAJANIC PERIOD, CIRCA LATE 1ST-EARLY 2ND CENTURY A.D.",11 in. (27.7 cm) high,,"estimate £20,000 - £30,000($26,520 - $39,780) ","price realized £35,000  ($46,305)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 95,A ROMAN MARBLE MALE PORTRAIT HEAD,CIRCA LATE 2ND CENTURY A.D.,11 1⁄2 in. (29 cm.) high,,"estimate £20,000 - £30,000($26,520 - $39,780) ","price realized £25,000  ($33,075)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 97,A ROMAN MARBLE FRAGMENT FROM A LARGE VESSEL,CIRCA 1ST-2ND CENTURY A.D.,24 in. (61 cm.) high,,"estimate £10,000 - £15,000($13,260 - $19,890) ","price realized £12,500  ($16,538)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 98,A ROMAN MARBLE FEMALE HEAD,CIRCA 3RD CENTURY A.D.,7 1⁄16 in. (18 cm.) high,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £6,000  ($7,938)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 100,A ROMAN MARBLE TORSO OF VENUS,CIRCA 1ST-2ND CENTURY A.D.,25 1⁄2 in. (65 cm.) high,,"estimate £30,000 - £50,000($39,780 - $66,300) ","price realized £27,500  ($36,383)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 101,A ROMAN MARBLE DRAPED FEMALE FIGURE,CIRCA 1ST-2ND CENTURY A.D.,41 in. (104 cm.) high,,"estimate £20,000 - £30,000($26,520 - $39,780) ","price realized £37,500  ($49,613)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 102,A ROMAN MARBLE DRAPED MALE FIGURE,CIRCA 1ST-2ND CENTURY A.D.,47 in. (119.5 cm.) high,,"estimate £40,000 - £60,000($53,040 - $79,560) ","price realized £52,500  ($69,458)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 103,A ROMAN MARBLE SARCOPHAGUS FRAGMENT WITH CUPID,CIRCA 2ND-3RD CENTURY A.D.,14 in. (36 cm.) high,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £3,250  ($4,300)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 104,A ROMAN MARBLE THEATRE MASK,CIRCA 2ND-3RD CENTURY A.D.,8 1⁄4 in. (21 cm.) wide,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £5,000  ($6,615)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 105,A ROMAN MARBLE DRAPED FRAGMENT,CIRCA 1ST-2ND CENTURY A.D.,9 3⁄4 in. (25 cm.) wide,,"estimate £2,000 - £3,000($2,652 - $3,978) ",price realized £750  ($992)
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 106,A ROMAN MARBLE ALTAR FRAGMENT,CIRCA 1ST-2ND CENTURY A.D.,22 in. (56 cm.) high,,"estimate £3,000 - £5,000($3,978 - $6,630) ","price realized £2,000  ($2,646)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 108,A ROMAN MARBLE MOSAIC PANEL,CIRCA 4TH CENTURY A.D.,32 1⁄4 in. (82 cm.) wide,,"estimate £6,000 - £8,000($7,956 - $10,608) ","price realized £12,500  ($16,538)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 109,A ROMAN MARBLE MOSAIC PANEL,CIRCA 4TH CENTURY A.D.,26 1⁄2 in. (67.4 cm.) wide,,"estimate £3,000 - £5,000($3,978 - $6,630) ","price realized £8,750  ($11,576)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 110,A ROMAN MARBLE MOSAIC PANEL,CIRCA LATE 4TH CENTURY A.D.,37 1⁄2 in. (95.4 cm.) wide,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £21,250  ($28,114)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 112,A LATE ROMAN LIMESTONE BUST,CIRCA 3RD-4TH CENTURY A.D.,15 in. (38 cm.) high,,"estimate £8,000 - £12,000($10,608 - $15,912) ","price realized £18,750  ($24,806)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 113,TWO BYZANTINE BRONZE POLYCANDELA DISKS,CIRCA 5TH-7TH CENTURY A.D.,12 3⁄4 in. (32.4 cm.) diam. max.,,"estimate £2,500 - £3,500($3,315 - $4,641) ","price realized £4,375  ($5,788)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 114,A BYZANTINE BRONZE POLYCANDELON AND A POLYCANDELON DISK,CIRCA 5TH-7TH CENTURY A.D.,11 5⁄16 in. (28.7 cm.) diam. max.,,"estimate £2,500 - £3,500($3,315 - $4,641) ","price realized £4,000  ($5,292)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 115,THREE ROMAN MOULD-BLOWN GLASS VESSELS,CIRCA 1ST-2ND CENTURY A.D.,3 5⁄16 in. (8.4 cm.) high max.,,"estimate £3,500 - £4,500($4,641 - $5,967) ","price realized £8,750  ($11,576)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 116,A ROMAN GREEN GLASS CYLINDRICAL FLASK WITH BRONZE HANDLE,CIRCA LATE 1ST-2ND CENTURY A.D.,8 1⁄4 in. (21 cm.) high,,"estimate £3,000 - £5,000($3,978 - $6,630) ","price realized £4,750  ($6,284)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 117,A GREEK GREEN GLASS BOWL,"HELLENISTIC PERIOD, CIRCA 2ND-1ST CENTURY B.C.",6 1⁄4 in. (16 cm.) diameter.,,"estimate £800 - £1,200($1,060 - $1,591) ","price realized £1,375  ($1,819)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 118,A ROMAN PALE BLUE GLASS PILLAR-MOULDED BOWL,CIRCA 1ST CENTURY B.C./A.D.,5 1⁄8 in. (13 cm.) diam.,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £10,625  ($14,057)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 119,A ROMAN CLEAR GLASS BEAKER,CIRCA 1ST-2ND CENTURY A.D.,4 in. (10 cm.) high,,"estimate £1,500 - £2,500($1,989 - $3,315) ","price realized £2,500  ($3,308)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 120,FOUR ROMAN GLASS VESSELS,CIRCA 2ND-5TH CENTURY A.D.,6 7⁄8 in. (17.6 cm.) high max.,,"estimate £1,000 - £1,500($1,326 - $1,989) ","price realized £5,250  ($6,946)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 121,A ROMAN PALE GREEN GLASS SPRINKLER FLASK,"EASTERN MEDITERRANEAN, CIRCA 3RD-4TH CENTURY A.D.",5 in. (12.6 cm.) high,,"estimate £1,500 - £2,500($1,989 - $3,315) ","price realized £2,750  ($3,638)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 122,A ROMAN PALE GREEN GLASS OVAL DISH,CIRCA 2ND-4TH CENTURY A.D.,9 13⁄16 in. (25 cm.) diameter,,"estimate £1,000 - £1,500($1,326 - $1,989) ","price realized £3,250  ($4,300)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 123,TWO ROMAN GLASS JUGS,CIRCA 2ND CENTURY A.D.,10 5⁄8 in. (27 cm.) high. max.,,"estimate £3,000 - £5,000($3,978 - $6,630) ","price realized £5,250  ($6,946)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 124,TWO ROMAN GLASS VESSELS,CIRCA LATE 1ST-4TH CENTURY A.D.,8 1⁄8 in. (20.7 cm.) high max.,,"estimate £1,500 - £2,500($1,989 - $3,315) ","price realized £5,000  ($6,615)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 125,FOUR ROMAN GLASS VESSELS,CIRCA 1ST- 4TH CENTURY A.D.,11 5⁄8 in. (29.5 cm.) high. max.,,"estimate £5,000 - £8,000($6,630 - $10,608) ","price realized £5,250  ($6,946)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 126,A ROMAN TRANSLUCENT GREEN GLASS FLASK,CIRCA 1ST-2ND CENTURY A.D.,7 1⁄2 in. (19 cm.) high,,"estimate £1,500 - £2,500($1,989 - $3,315) ","price realized £3,750  ($4,961)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 127,A ROMAN CLEAR GLASS FLASK,CIRCA 3RD-4TH CENTURY A.D.,11 1⁄2 in. (29.1 cm.) high,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £4,000  ($5,292)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 128,TWO ROMAN GLASS VESSELS AND AN OPENWORK JUG HANDLE,CIRCA 3RD-5TH CENTURY A.D.,7 1⁄2 in. (19cm.) high. max.,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £4,000  ($5,292)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 129,A ROMAN GREEN GLASS QUADRUPLE BALSAMARIUM,"EASTERN MEDITERRANEAN, CIRCA 4TH CENTURY A.D.",9 1⁄8 in. (23.4 cm.) high,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £2,750  ($3,638)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 130,A ROMAN AMBER GLASS AMPHORISKOS,CIRCA 3RD CENTURY A.D.,8 7⁄8 in. (22.6 cm.) high,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £10,625  ($14,057)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 131,A ROMAN FACET-CUT GREEN GLASS JUG,CIRCA 4TH CENTURY A.D.,9 3⁄8 in. (23.8 cm.) high,,"estimate £10,000 - £15,000($13,260 - $19,890) ","price realized £8,750  ($11,576)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 132,A MIGRATION PERIOD GLASS JUG,CIRCA 5TH-EARLY 7TH CENTURY A.D.,8 1⁄4 in. (21 cm.) high,,"estimate £2,000 - £3,000($2,652 - $3,978) ","price realized £1,875  ($2,481)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 133,A MEROVINGIAN GLASS BELL-BEAKER,CIRCA MID 6TH-EARLY 7TH CENTURY A.D.,5 1⁄8 in. (13.1 cm.) high,,"estimate £5,000 - £7,000($6,630 - $9,282) ","price realized £4,375  ($5,788)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 134,A MEROVINGIAN GLASS BOTTLE,CIRCA 6TH-7TH CENTURY A.D.,8 3⁄16 in. (20.8 cm.) high,,"estimate £2,000 - £3,000($2,652 - $3,978) ","price realized £2,125  ($2,811)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 135,TWO MEROVINGIAN GLASS BELL-BEAKERS,CIRCA MID 6TH CENTURY A.D.,4 1⁄2 in. (11.4 cm.) high max.,,"estimate £4,000 - £6,000($5,304 - $7,956) ","price realized £5,625  ($7,442)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 136,AN EGYPTIAN POLYCHROME WOOD MUMMY MASK,"NEW KINGDOM, 18TH DYNASTY, CIRCA 1550-1292 B.C.",9 in. (23 cm.) wide,,"estimate £150,000 - £250,000($198,900 - $331,500) ","price realized £225,000  ($297,675)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 137,AN EGYPTIAN GREEN FAIENCE SHABTI FOR PAKHAAS,"LATE PERIOD, 30TH DYNASTY, CIRCA 380-342 B.C.",7 7⁄8 in. (20 cm.) high,,"estimate £5,000 - £8,000($6,630 - $10,608) ","price realized £5,000  ($6,615)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 138,AN EGYPTIAN BLUE AND YELLOW GLASS HYBRID AMULET,"PTOLEMAIC-ROMAN PERIOD, CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D",2 3⁄16 in. (5.5 cm.) high,,"estimate £2,000 - £3,000($2,652 - $3,978) ","price realized £1,375  ($1,819)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 140,AN EGYPTIAN GOLD-INLAID BRONZE ISIS AND HORUS,"PTOLEMAIC PERIOD, CIRCA 332-32 B.C.",13 in. (33 cm.) high,,"estimate £250,000 - £350,000($331,500 - $464,100) ","price realized £287,500  ($380,363)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 141,A VINCA TERRACOTTA SEATED FEMALE FIGURE,"NEOLITHIC PERIOD, CIRCA 5TH MILLENNIUM B.C.",6 7⁄8 in. (17.5 cm.) high,,"estimate £15,000 - £25,000($19,890 - $33,150) ","price realized £52,500  ($69,458)"
Antiquities,Auction                19876,"8 December 2021,                    London","8 December 2021,                    London","SALE TOTAL: 6,407,750 (GBP)",152 Lotsfor Sale 19876,Lot 142,A VINCA TERRACOTTA STANDING MALE FIGURE,"NEOLITHIC PERIOD, CIRCA 5TH MILLENNIUM B.C.",6 1⁄2 in. (16.6 cm.) high,,"estimate £7,000 - £9,000($9,282 - $11,934) ","price realized £15,000  ($19,845)"
